outer_layer,outer_sequence,outer_recur,outer_funcs,inner_layer,inner_sequence,inner_recur,inner_funcs,depth
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle,6,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Primitive,Cell cycle|Methylation|Transcription,10,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,2,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation,2,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,2,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,6,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,6,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,6,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,46,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,5,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation,2,4,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,5,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,5,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,5,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,1
Composite,Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,1
Top-level,Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,5,1
Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Primitive,Cell adhesion|Unclassified|Cell cycle,1,3,1
Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,3,1
Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,3,1
Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,3,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,12,5,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,53,5,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,1,6,Composite,Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,6,6,1
Top-level,Methylation|Unclassified|Kinase|Cell cycle|Chromatin|Cytoskeleton,1,6,Primitive,Unclassified|Kinase|Cell cycle,76,3,1
Top-level,Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,30,3,1
Top-level,Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription,1,6,Composite,Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Cell adhesion|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Chromatin|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle,1,5,1
Top-level,Methylation|Unclassified|Kinase|Cell cycle|Chromatin|Cytoskeleton,1,6,Composite,Unclassified|Kinase|Cell cycle|Chromatin,1,4,1
Top-level,Methylation|Unclassified|Kinase|Cell cycle|Chromatin|Cytoskeleton,1,6,Composite,Unclassified|Kinase|Cell cycle|Chromatin|Cytoskeleton,1,5,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin,1,6,Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle,14,4,1
Top-level,Unclassified|Cell adhesion|Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,23,3,1
Top-level,Transcription|Chromatin|Cell adhesion|RNA processing|Unclassified|DNA repair,1,6,Primitive,RNA processing|Unclassified|DNA repair,2,3,1
Top-level,Transcription|Chromatin|Cell adhesion|RNA processing|Unclassified|DNA repair,1,6,Primitive,Transcription|Chromatin|Cell adhesion,6,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Primitive,Unclassified|Cell cycle|Methylation,1,3,1
Composite,Unclassified|Cell adhesion|Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation|Transcription|Chromatin|Transcription|Chromatin|Transcription|Chromatin,1,6,Composite,Unclassified|Cell cycle|Methylation|Cell cycle|Methylation|Cell cycle|Methylation,1,3,1
