gene,department
PPP3CA,Transcription
PPP3CA,Phosphatase
PPP3CB,Transcription
PPP3CB,Kinase
PPP3CB,Signaling
PPP3CB,Phosphatase
PPP3CC,Phosphatase
PPP3R1,Transcription
PPP3R1,Phosphatase
PPP4C,Phosphatase
PPP4R1,Kinase
PPP4R1,Signaling
PPP4R1,Phosphatase
PPP4R2,RNA processing
PPP4R3A,DNA repair
PPP4R3B,DNA repair
PPP4R3C,DNA repair
PPP5C,DNA repair
PPP5C,Nuc acid bind
PPP5C,Phosphatase
PPP6C,Immune
PPP6C,Phosphatase
PPRC1,Transcription
PPRC1,Nuc acid bind
PPTC7,Phosphatase
PPWD1,RNA processing
PQBP1,Transcription
PQBP1,RNA processing
PQBP1,Immune
PRAG1,Kinase
PRAME,Ubiquitin
PRAME,Apoptosis
PRAMEF6,Ubiquitin
PRAMEF9,Ubiquitin
PRAP1,DNA repair
PRC1,Cell cycle
PRC1,Cytoskeleton
PRCP,Proteolysis
PRDM1,Transcription
PRDM1,Immune
PRDM1,Methylation
PRDM10,Transcription
PRDM11,Transcription
PRDM11,Methylation
PRDM12,Transcription
PRDM13,Chromatin
PRDM13,Methylation
PRDM14,Transcription
PRDM14,Nuc acid bind
PRDM14,Methylation
PRDM15,Transcription
PRDM15,Methylation
PRDM16,Chromatin
PRDM16,Transcription
PRDM16,Methylation
PRDM2,Chromatin
PRDM2,Transcription
PRDM2,Methylation
PRDM4,Transcription
PRDM4,Methylation
PRDM5,Chromatin
PRDM5,Transcription
PRDM5,Methylation
PRDM6,Chromatin
PRDM6,Transcription
PRDM6,Methylation
PRDM7,Chromatin
PRDM7,Transcription
PRDM7,Methylation
PRDM8,Chromatin
PRDM8,Transcription
PRDM8,Methylation
PRDM9,Chromatin
PRDM9,Transcription
PRDM9,Methylation
PRDX1,Nuc acid bind
PRDX5,Immune
PREB,Transport
PRELID1,Apoptosis
PRELP,Structural
PREP,Proteolysis
PREPL,Proteolysis
PREX1,Signaling
PREX2,Signaling
PRF1,Apoptosis
PRG2,Immune
PRG3,Immune
PRG4,Transport
PRG4,Immune
PRICKLE1,Transport
PRICKLE1,Apoptosis
PRICKLE1,Cytoskeleton
PRIMPOL,DNA repair
PRKAA1,Chromatin
PRKAA1,Kinase
PRKAA1,Signaling
PRKAA2,Chromatin
PRKAA2,Kinase
PRKAA2,Signaling
PRKAB1,Signaling
PRKAB2,Signaling
PRKACA,Chromatin
PRKACA,Kinase
PRKACA,RNA processing
PRKACB,Kinase
PRKACB,Signaling
PRKACG,Kinase
PRKAG1,Kinase
PRKAG1,Signaling
PRKAG2,Signaling
PRKAG3,Signaling
PRKAR1A,Transcription
PRKAR1A,Signaling
PRKAR2A,Signaling
PRKAR2B,Signaling
PRKCA,Chromatin
PRKCA,Kinase
PRKCA,Signaling
PRKCA,Apoptosis
PRKCA,Cell adhesion
PRKCB,Chromatin
PRKCB,Transcription
PRKCB,Kinase
PRKCB,Signaling
PRKCB,Apoptosis
PRKCD,Kinase
PRKCD,Signaling
PRKCD,DNA repair
PRKCD,Apoptosis
PRKCE,Cell cycle
PRKCE,Kinase
PRKCE,Signaling
PRKCE,Apoptosis
PRKCE,Cell adhesion
PRKCG,Kinase
PRKCG,Signaling
PRKCH,Kinase
PRKCH,Signaling
PRKCI,Kinase
PRKCI,Signaling
PRKCI,Transport
PRKCI,Cytoskeleton
PRKCQ,Transcription
PRKCQ,Kinase
PRKCQ,Signaling
PRKCQ,Immune
PRKCSH,Signaling
PRKCZ,Kinase
PRKCZ,Signaling
PRKCZ,Immune
PRKD1,Transcription
PRKD1,Kinase
PRKD1,Signaling
PRKD1,Immune
PRKD1,Apoptosis
PRKD2,Transcription
PRKD2,Kinase
PRKD2,Signaling
PRKD2,Cell adhesion
PRKD3,Kinase
PRKD3,Signaling
PRKDC,Chromatin
PRKDC,Transcription
PRKDC,Kinase
PRKDC,DNA repair
PRKDC,Nuc acid bind
PRKDC,Immune
PRKG1,Kinase
PRKG1,Signaling
PRKG2,Kinase
PRKG2,Signaling
PRKN,Transcription
PRKN,Ubiquitin
PRKN,Apoptosis
PRKRA,Nuc acid bind
PRKRA,Immune
PRKRIP1,RNA processing
PRKX,Kinase
PRKX,Cell adhesion
PRKY,Kinase
PRKY,Cell adhesion
PRL,Signaling
PRLHR,Signaling
PRMT1,Chromatin
PRMT1,Transcription
PRMT1,Signaling
PRMT1,RNA processing
PRMT1,DNA repair
PRMT1,Nuc acid bind
PRMT1,Methylation
PRMT2,Chromatin
PRMT2,Transcription
PRMT2,Immune
PRMT2,Methylation
PRMT3,Chromatin
PRMT3,Transcription
PRMT3,Methylation
PRMT5,Chromatin
PRMT5,Transcription
PRMT5,Methylation
PRMT6,Chromatin
PRMT6,Transcription
PRMT6,DNA repair
PRMT6,Methylation
PRMT7,Chromatin
PRMT7,Transcription
PRMT7,Methylation
PRMT8,Chromatin
PRMT8,Transcription
PRMT8,Methylation
PRMT9,Chromatin
PRMT9,Transcription
PRMT9,RNA processing
PRMT9,Methylation
PRNP,Transcription
PRNP,Signaling
PROC,Proteolysis
PROK1,Signaling
PROK2,Immune
PROKR1,Signaling
PROKR2,Signaling
PROP1,Transcription
PROX1,Transcription
PROX2,Transcription
PROZ,Proteolysis
PRP4K,Kinase
PRP4K,RNA processing
PRP4K,Nuc acid bind
PRPF18,RNA processing
PRPF19,Ubiquitin
PRPF19,RNA processing
PRPF19,DNA repair
PRPF3,RNA processing
PRPF3,Nuc acid bind
PRPF31,RNA processing
PRPF31,Nuc acid bind
PRPF38A,RNA processing
PRPF38A,Nuc acid bind
PRPF38B,RNA processing
PRPF38B,Nuc acid bind
PRPF39,RNA processing
PRPF4,RNA processing
PRPF40A,Cell cycle
PRPF40A,RNA processing
PRPF40A,Nuc acid bind
PRPF40B,RNA processing
PRPF40B,Nuc acid bind
PRPF6,Transcription
PRPF6,RNA processing
PRPF6,Nuc acid bind
PRPF8,RNA processing
PRPF8,Nuc acid bind
PRPH,Structural
PRPH2,Cell adhesion
PRR3,Nuc acid bind
PRR5,Cytoskeleton
PRR7,Apoptosis
PRRC2A,Nuc acid bind
PRRC2B,Nuc acid bind
PRRC2C,Nuc acid bind
PRRG1,Proteolysis
PRRG2,Proteolysis
PRRG3,Proteolysis
PRRG4,Proteolysis
PRRT1,Kinase
PRRX1,Transcription
PRRX2,Transcription
PRSS1,Proteolysis
PRSS12,Proteolysis
PRSS16,Proteolysis
PRSS2,Proteolysis
PRSS21,Proteolysis
PRSS22,Proteolysis
PRSS23,Proteolysis
PRSS27,Proteolysis
PRSS29P,Proteolysis
PRSS3,Proteolysis
PRSS33,Proteolysis
PRSS36,Proteolysis
PRSS37,Proteolysis
PRSS38,Proteolysis
PRSS3P2,Proteolysis
PRSS41,Proteolysis
PRSS42P,Proteolysis
PRSS45P,Proteolysis
PRSS46P,Proteolysis
PRSS47P,Proteolysis
PRSS48,Proteolysis
PRSS50,Proteolysis
PRSS51,Proteolysis
PRSS53,Proteolysis
PRSS54,Proteolysis
PRSS55,Proteolysis
PRSS56,Proteolysis
PRSS57,Proteolysis
PRSS58,Proteolysis
PRSS8,Proteolysis
PRTN3,Proteolysis
PRUNE2,Apoptosis
PSD,Signaling
PSD,Transport
PSD2,Transport
PSD3,Transport
PSD4,Transport
PSEN1,Transcription
PSEN1,Signaling
PSEN1,DNA repair
PSEN1,Proteolysis
PSEN1,Apoptosis
PSEN1,Cell adhesion
PSEN2,Signaling
PSEN2,Proteolysis
PSIP1,Chromatin
PSIP1,Nuc acid bind
PSKH1,Kinase
PSKH2,Kinase
PSMA1,DNA repair
PSMA1,Apoptosis
PSMA2,DNA repair
PSMA2,Apoptosis
PSMA3,DNA repair
PSMA3,Apoptosis
PSMA4,DNA repair
PSMA4,Apoptosis
PSMA5,DNA repair
PSMA5,Apoptosis
PSMA6,DNA repair
PSMA6,Nuc acid bind
PSMA6,Proteolysis
PSMA6,Apoptosis
PSMA7,DNA repair
PSMA7,Apoptosis
PSMB1,DNA repair
PSMB1,Apoptosis
PSMB10,Proteolysis
PSMB11,Proteolysis
PSMB2,DNA repair
PSMB2,Apoptosis
PSMB3,DNA repair
PSMB3,Apoptosis
PSMB4,DNA repair
PSMB4,Apoptosis
PSMB5,DNA repair
PSMB5,Proteolysis
PSMB5,Apoptosis
PSMB6,DNA repair
PSMB6,Proteolysis
PSMB6,Apoptosis
PSMB7,DNA repair
PSMB7,Proteolysis
PSMB7,Apoptosis
PSMB8,Proteolysis
PSMB9,Proteolysis
PSMC1,Nuc acid bind
PSMC3,Transcription
PSMC4,Proteolysis
PSMC5,Transcription
PSMD10,Transcription
PSMD10,Apoptosis
PSMD11,Structural
PSMD13,Structural
PSMD14,DNA repair
PSMD14,Transport
PSMD14,Proteolysis
PSMD4,Nuc acid bind
PSMD8,Proteolysis
PSME3,Apoptosis
PSME4,DNA repair
PSPC1,Transcription
PSPC1,Nuc acid bind
PSPC1,Immune
PSRC1,Cell cycle
PSTK,Translation
PSTPIP1,Signaling
PSTPIP1,Immune
PSTPIP1,Cell adhesion
PTAFR,Signaling
PTAFR,Immune
PTBP1,RNA processing
PTBP1,Nuc acid bind
PTBP2,RNA processing
PTBP2,Nuc acid bind
PTBP3,RNA processing
PTBP3,Nuc acid bind
PTCD1,Nuc acid bind
PTCD2,RNA processing
PTCD2,Nuc acid bind
PTCD3,Nuc acid bind
PTCH1,Transcription
PTCH1,Signaling
PTEN,Transcription
PTEN,Apoptosis
PTEN,Phosphatase
PTF1A,Transcription
PTGDR,Signaling
PTGDR,Immune
PTGDR2,Signaling
PTGDR2,Immune
PTGER1,Signaling
PTGER1,Immune
PTGER2,Signaling
PTGER2,Immune
PTGER3,Signaling
PTGER3,Immune
PTGER4,Signaling
PTGER4,Immune
PTGES,Signaling
PTGES3,Signaling
PTGES3,Protein folding
PTGES3L,Protein folding
PTGFR,Signaling
PTGFR,Immune
PTGIR,Signaling
PTGIR,Immune
PTH,Transcription
PTH1R,Signaling
PTH2R,Signaling
PTK2,Kinase
PTK2B,Kinase
PTK2B,Signaling
PTK2B,Apoptosis
PTK6,Kinase
PTK7,Kinase
PTK7,Signaling
PTK7,Cell adhesion
PTMA,Chromatin
PTMA,Transcription
PTMS,Transcription
PTOV1,Transcription
PTP4A1,Phosphatase
PTP4A2,Phosphatase
PTP4A3,Phosphatase
PTPA,Apoptosis
PTPA,Phosphatase
PTPDC1,Phosphatase
PTPMT1,Phosphatase
PTPN1,Nuc acid bind
PTPN1,Phosphatase
PTPN11,Phosphatase
PTPN12,Phosphatase
PTPN13,Phosphatase
PTPN14,Phosphatase
PTPN18,Phosphatase
PTPN2,Phosphatase
PTPN20,Phosphatase
PTPN21,Phosphatase
PTPN22,Phosphatase
PTPN23,Phosphatase
PTPN3,Phosphatase
PTPN4,Phosphatase
PTPN5,Signaling
PTPN5,Phosphatase
PTPN6,Phosphatase
PTPN7,Signaling
PTPN7,Phosphatase
PTPN9,Signaling
PTPN9,Phosphatase
PTPRA,Signaling
PTPRA,Phosphatase
PTPRB,Phosphatase
PTPRC,Transcription
PTPRC,Signaling
PTPRC,Phosphatase
PTPRD,Signaling
PTPRD,Phosphatase
PTPRE,Signaling
PTPRE,Phosphatase
PTPRF,Signaling
PTPRF,Cell adhesion
PTPRF,Phosphatase
PTPRG,Signaling
PTPRG,Phosphatase
PTPRH,Signaling
PTPRH,Apoptosis
PTPRH,Phosphatase
PTPRJ,Signaling
PTPRJ,Phosphatase
PTPRK,Signaling
PTPRK,Cell adhesion
PTPRK,Phosphatase
PTPRM,Signaling
PTPRM,Cell adhesion
PTPRM,Phosphatase
PTPRN,Transcription
PTPRN2,Phosphatase
PTPRO,Phosphatase
PTPRQ,Phosphatase
PTPRR,Signaling
PTPRR,Phosphatase
PTPRS,Signaling
PTPRS,Cell adhesion
PTPRS,Phosphatase
PTPRT,Signaling
PTPRT,Cell adhesion
PTPRT,Phosphatase
PTPRU,Signaling
PTPRU,Cell adhesion
PTPRU,Phosphatase
PTPRZ1,Signaling
PTPRZ1,Phosphatase
PTRH1,Nuc acid bind
PTRH2,Apoptosis
PTTG1,Cell cycle
PTTG1,DNA repair
PTX3,Immune
PUF60,RNA processing
PUF60,Nuc acid bind
PUF60,Apoptosis
PUM1,Nuc acid bind
PUM2,Nuc acid bind
PUM3,Nuc acid bind
PURA,Transcription
PURA,Nuc acid bind
PURB,Transcription
PURB,Nuc acid bind
PURG,Transcription
PURG,Nuc acid bind
PUS1,RNA processing
PUS1,Nuc acid bind
PUS10,Nuc acid bind
PUS3,Nuc acid bind
PUS7,RNA processing
PUS7,Nuc acid bind
PUS7L,RNA processing
PUS7L,Nuc acid bind
PUSL1,Nuc acid bind
PVR,Signaling
PVR,Cell adhesion
PWP1,Chromatin
PWP1,Transcription
PWP2,Nuc acid bind
PWWP2A,Chromatin
PWWP2B,Chromatin
PWWP3A,Chromatin
PWWP3A,DNA repair
PXDN,Immune
PXDN,Structural
PXDN,Cell adhesion
PXK,Kinase
PXK,Immune
PXN,Signaling
PXN,Cell adhesion
PYCARD,Signaling
PYCARD,Immune
PYCARD,Apoptosis
PYDC1,Immune
PYDC2,Immune
PYDC5,Immune
PYGO1,Chromatin
PYM1,Nuc acid bind
Q59FN2,Kinase
QARS1,Translation
QKI,RNA processing
QKI,Nuc acid bind
QRFPR,Signaling
QRICH1,Apoptosis
QRSL1,Translation
QSOX1,Protein folding
QSOX2,Protein folding
R3HCC1,Nuc acid bind
R3HDM1,Nuc acid bind
R3HDM2,Nuc acid bind
R3HDM4,Nuc acid bind
RAB10,Transport
RAB10,GTPase
RAB11A,Transport
RAB11A,GTPase
RAB11B,GTPase
RAB11FIP2,Transport
RAB11FIP3,Cell cycle
RAB11FIP3,Transport
RAB12,GTPase
RAB13,GTPase
RAB14,Transport
RAB14,GTPase
RAB15,GTPase
RAB17,GTPase
RAB18,GTPase
RAB19,GTPase
RAB1A,Transport
RAB1A,GTPase
RAB1B,GTPase
RAB1C,GTPase
RAB20,GTPase
RAB21,GTPase
RAB22A,GTPase
RAB23,GTPase
RAB24,GTPase
RAB25,GTPase
RAB26,GTPase
RAB27A,GTPase
RAB27B,GTPase
RAB28,GTPase
RAB29,Transport
RAB29,GTPase
RAB2A,Transport
RAB2A,GTPase
RAB2B,Transport
RAB2B,Immune
RAB2B,GTPase
RAB30,Transport
RAB30,GTPase
RAB31,GTPase
RAB32,Transport
RAB32,GTPase
RAB33A,GTPase
RAB33B,GTPase
RAB34,GTPase
RAB35,GTPase
RAB36,Transport
RAB36,GTPase
RAB37,GTPase
RAB38,Transport
RAB38,GTPase
RAB39A,Transport
RAB39A,GTPase
RAB39B,Transport
RAB39B,GTPase
RAB3A,GTPase
RAB3B,GTPase
RAB3C,GTPase
RAB3D,GTPase
RAB40A,Ubiquitin
RAB40A,Signaling
RAB40A,GTPase
RAB40AL,Ubiquitin
RAB40AL,Signaling
RAB40AL,GTPase
RAB40B,Ubiquitin
RAB40B,Signaling
RAB40B,GTPase
RAB40C,Ubiquitin
RAB40C,Signaling
RAB40C,GTPase
RAB41,GTPase
RAB42,GTPase
RAB43,GTPase
RAB44,Transport
RAB44,GTPase
RAB4A,Transport
RAB4A,GTPase
RAB4B,Transport
RAB4B,GTPase
RAB5A,GTPase
RAB5B,GTPase
RAB5C,GTPase
RAB6A,Transport
RAB6A,GTPase
RAB6B,Transport
RAB6B,GTPase
RAB6C,GTPase
RAB6D,GTPase
RAB7A,GTPase
RAB7B,GTPase
RAB8A,GTPase
RAB8B,GTPase
RAB9A,GTPase
RAB9B,GTPase
RABEP1,Signaling
RABEP1,Transport
RABEP1,Apoptosis
RABEP2,Signaling
RABGEF1,Transport
RABIF,GTPase
RABL2A,GTPase
RABL2B,GTPase
RABL3,GTPase
RAC1,Signaling
RAC1,Immune
RAC1,Cell adhesion
RAC1,GTPase
RAC2,Signaling
RAC2,GTPase
RAC3,Signaling
RAC3,GTPase
RACGAP1,Cell cycle
RACGAP1,Signaling
RACGAP1,Ion channel
RACK1,Ubiquitin
RACK1,Nuc acid bind
RACK1,Apoptosis
RAD1,DNA repair
RAD17,Chromatin
RAD17,DNA repair
RAD18,Ubiquitin
RAD18,DNA repair
RAD21,Transcription
RAD21,Cell cycle
RAD21,DNA repair
RAD21,Apoptosis
RAD23A,Chromatin
RAD23A,DNA repair
RAD23B,Chromatin
RAD23B,DNA repair
RAD50,DNA repair
RAD51,DNA repair
RAD51AP1,DNA repair
RAD51AP1,Nuc acid bind
RAD51B,DNA repair
RAD51C,DNA repair
RAD51D,DNA repair
RAD52,DNA repair
RAD54B,DNA repair
RAD54L,DNA repair
RAD54L2,Chromatin
RAD54L2,Transcription
RAD9A,DNA repair
RAD9B,DNA repair
RADIL,Signaling
RADIL,Cell adhesion
RADX,Nuc acid bind
RAE1,Cell cycle
RAE1,Nuc acid bind
RAET1E,Signaling
RAET1G,Signaling
RAET1L,Signaling
RAF1,Kinase
RAF1,Signaling
RAF1,Apoptosis
RAG1,Chromatin
RAG1,Immune
RAG2,Chromatin
RAI1,Transcription
RALA,Cell cycle
RALA,Signaling
RALA,GTPase
RALB,Cell cycle
RALB,Signaling
RALB,Apoptosis
RALB,GTPase
RALBP1,Signaling
RALBP1,Transport
RALBP1,GTPase
RALGDS,Signaling
RALGDS,GTPase
RALGPS1,Signaling
RALGPS1,GTPase
RALGPS2,GTPase
RALY,Transcription
RALY,RNA processing
RALY,Nuc acid bind
RALYL,Nuc acid bind
RAMAC,RNA processing
RAMAC,Nuc acid bind
RAMACL,Nuc acid bind
RAMP1,Ion channel
RAMP2,Ion channel
RAMP3,Ion channel
RAN,Cell cycle
RAN,Nuc acid bind
RAN,GTPase
RANBP1,Signaling
RANBP10,Cytoskeleton
RANBP2,Transcription
RANBP2,Nuc acid bind
RANBP2,Protein folding
RANBP9,Cytoskeleton
RANGAP1,Signaling
RANGAP1,Nuc acid bind
RAP1A,Signaling
RAP1A,GTPase
RAP1B,Signaling
RAP1B,GTPase
RAP1BL,Signaling
RAP1BL,GTPase
RAP1GAP,Signaling
RAP1GAP,GTPase
RAP2A,Signaling
RAP2A,GTPase
RAP2B,Signaling
RAP2B,GTPase
RAP2C,Signaling
RAP2C,GTPase
RAPGEF1,Signaling
RAPGEF1,GTPase
RAPGEF2,Signaling
RAPGEF2,GTPase
RAPGEF3,Signaling
RAPGEF3,GTPase
RAPGEF4,Signaling
RAPGEF4,GTPase
RAPGEF5,GTPase
RAPGEF6,Signaling
RAPGEF6,GTPase
RAPGEFL1,GTPase
RAPH1,Signaling
RARA,Transcription
RARA,Kinase
RARB,Transcription
RARB,Signaling
RARG,Transcription
RARG,Apoptosis
RARRES2,Immune
RARS1,Translation
RARS2,Nuc acid bind
RARS2,Translation
RASA1,Signaling
RASA1,GTPase
RASA2,Signaling
RASA3,Signaling
RASA4,Signaling
RASA4B,Signaling
RASAL1,Signaling
RASAL2,Signaling
RASD1,Signaling
RASD1,GTPase
RASD2,Signaling
RASD2,GTPase
RASEF,Transport
RASEF,GTPase
RASGEF1A,GTPase
RASGEF1B,GTPase
RASGEF1C,GTPase
RASGRF1,Signaling
RASGRF1,GTPase
RASGRF2,GTPase
RASGRP1,Signaling
RASGRP1,GTPase
RASGRP2,Signaling
RASGRP2,GTPase
RASGRP3,GTPase
RASGRP4,GTPase
RASIP1,Signaling
RASL10A,GTPase
RASL10B,GTPase
RASL11A,GTPase
RASL11B,GTPase
RASL12,GTPase
RASSF1,Signaling
RASSF10,Signaling
RASSF2,Kinase
RASSF2,Signaling
RASSF2,Apoptosis
RASSF3,Signaling
RASSF4,Signaling
RASSF5,Signaling
RASSF5,Apoptosis
RASSF6,Signaling
RASSF6,Apoptosis
RASSF7,Signaling
RASSF7,Apoptosis
RASSF8,Signaling
RASSF9,Signaling
RAVER1,Nuc acid bind
RAVER2,Nuc acid bind
RAX,Transcription
RAX2,Transcription
RB1,Chromatin
RB1,Transcription
RB1,Apoptosis
RBAK,Transcription
RBBP4,Chromatin
RBBP4,Transcription
RBBP4,DNA repair
RBBP5,Chromatin
RBBP5,DNA repair
RBBP6,Ubiquitin
RBBP6,RNA processing
RBBP6,DNA repair
RBBP6,Nuc acid bind
RBBP7,Chromatin
RBBP7,Transcription
RBBP7,Nuc acid bind
RBBP8,Cell cycle
RBBP8,DNA repair
RBCK1,Ubiquitin
RBCK1,Apoptosis
RBFOX1,RNA processing
RBFOX1,Nuc acid bind
RBFOX2,RNA processing
RBFOX2,Nuc acid bind
RBFOX3,RNA processing
RBFOX3,Nuc acid bind
RBL1,Chromatin
RBL1,Transcription
RBL2,Chromatin
RBL2,Transcription
RBM10,RNA processing
RBM10,Nuc acid bind
RBM11,RNA processing
RBM11,Nuc acid bind
RBM12,Nuc acid bind
RBM12B,Nuc acid bind
RBM14,Transcription
RBM14,Nuc acid bind
RBM14,Immune
RBM15,Nuc acid bind
RBM15B,RNA processing
RBM15B,Nuc acid bind
RBM17,RNA processing
RBM17,Nuc acid bind
RBM18,Nuc acid bind
RBM19,Nuc acid bind
RBM20,RNA processing
RBM20,Nuc acid bind
RBM22,RNA processing
RBM22,Nuc acid bind
RBM23,RNA processing
RBM23,Nuc acid bind
RBM24,RNA processing
RBM24,DNA repair
RBM24,Nuc acid bind
RBM25,RNA processing
RBM25,Nuc acid bind
RBM26,Nuc acid bind
RBM27,Nuc acid bind
RBM28,RNA processing
RBM28,Nuc acid bind
RBM3,RNA processing
RBM3,Nuc acid bind
RBM33,Nuc acid bind
RBM34,Nuc acid bind
RBM38,RNA processing
RBM38,Nuc acid bind
RBM39,RNA processing
RBM39,Nuc acid bind
RBM4,RNA processing
RBM4,Nuc acid bind
RBM41,Nuc acid bind
RBM42,Nuc acid bind
RBM43,Nuc acid bind
RBM44,Nuc acid bind
RBM45,Nuc acid bind
RBM46,Nuc acid bind
RBM47,RNA processing
RBM47,Nuc acid bind
RBM48,RNA processing
RBM48,Nuc acid bind
RBM4B,RNA processing
RBM4B,Nuc acid bind
RBM5,RNA processing
RBM5,Nuc acid bind
RBM5,Apoptosis
RBM6,RNA processing
RBM6,Nuc acid bind
RBM7,Nuc acid bind
RBM8A,RNA processing
RBM8A,Nuc acid bind
RBMS1,RNA processing
RBMS1,Nuc acid bind
RBMS2,RNA processing
RBMS2,Nuc acid bind
RBMS3,Nuc acid bind
RBMX,Transcription
RBMX,RNA processing
RBMX,Nuc acid bind
RBMX2,RNA processing
RBMX2,Nuc acid bind
RBMXL1,RNA processing
RBMXL1,Nuc acid bind
RBMXL2,Nuc acid bind
RBMXL3,Nuc acid bind
RBMY1A1,RNA processing
RBMY1A1,Nuc acid bind
RBMY1B,RNA processing
RBMY1B,Nuc acid bind
RBMY1C,RNA processing
RBMY1C,Nuc acid bind
RBMY1D,RNA processing
RBMY1D,Nuc acid bind
RBMY1E,RNA processing
RBMY1E,Nuc acid bind
RBMY1F,RNA processing
RBMY1F,Nuc acid bind
RBP3,Proteolysis
RBPJ,Transcription
RBPJL,Transcription
RBPJL,Signaling
RBPMS,RNA processing
RBPMS,Nuc acid bind
RBPMS2,Nuc acid bind
RBX1,Transcription
RBX1,Ubiquitin
RBX1,DNA repair
RC3H1,Ubiquitin
RC3H1,Nuc acid bind
RC3H2,Ubiquitin
RC3H2,Nuc acid bind
RCAN1,Nuc acid bind
RCAN2,Nuc acid bind
RCAN3,Nuc acid bind
RCBTB1,Chromatin
RCC1,Cell cycle
RCC1L,Nuc acid bind
RCC2,Cell cycle
RCC2,Nuc acid bind
RCCD1,Chromatin
RCE1,Proteolysis
RCHY1,Ubiquitin
RCL1,RNA processing
RCOR1,Chromatin
RCOR1,Transcription
RCOR2,Transcription
RCOR3,Transcription
RCVRN,Signaling
RDM1,Nuc acid bind
RDUR,Immune
RDX,Nuc acid bind
RECQL,DNA repair
RECQL,Nuc acid bind
RECQL4,DNA repair
RECQL4,Nuc acid bind
RECQL5,Transcription
RECQL5,Cell cycle
RECQL5,DNA repair
RECQL5,Nuc acid bind
REDIC1,Nuc acid bind
REEP3,Cell cycle
REEP4,Cell cycle
REG1A,Signaling
REG1B,Signaling
REG3A,Signaling
REG3A,Immune
REG3G,Immune
REL,Transcription
REL,Immune
RELA,Chromatin
RELA,Transcription
RELA,Signaling
RELA,Immune
RELB,Transcription
RELB,Immune
RELN,Proteolysis
RELN,Cell adhesion
RELT,Apoptosis
REM1,GTPase
REM2,GTPase
REN,Proteolysis
REPIN1,Transcription
REPIN1,Nuc acid bind
RERE,Transcription
RERG,GTPase
RERGL,GTPase
REST,Chromatin
REST,Transcription
RET,Kinase
RET,Signaling
RET,Cell adhesion
RETN,Signaling
RETNLB,Signaling
REV1,DNA repair
REV3L,DNA repair
REV3L,Nuc acid bind
REXO1,Nuc acid bind
REXO1L1P,Nuc acid bind
REXO2,Nuc acid bind
REXO4,Transcription
REXO4,RNA processing
REXO4,DNA repair
REXO4,Nuc acid bind
REXO5,Nuc acid bind
RFC1,Transcription
RFC1,DNA repair
RFC2,DNA repair
RFC3,DNA repair
RFC4,DNA repair
RFC5,DNA repair
RFFL,Ubiquitin
RFFL,Apoptosis
RFK,Apoptosis
RFPL1,Immune
RFPL2,Immune
RFPL3,Immune
RFPL4A,Immune
RFPL4AL1,Immune
RFPL4B,Immune
RFWD3,Ubiquitin
RFWD3,DNA repair
RFX1,Transcription
RFX1,Immune
RFX2,Transcription
RFX3,Transcription
RFX4,Transcription
RFX5,Transcription
RFX6,Transcription
RFX7,Transcription
RFX8,Transcription
RFXANK,Transcription
RFXAP,Transcription
RGCC,Transcription
RGL1,Signaling
RGL1,GTPase
RGL2,Signaling
RGL2,GTPase
RGL3,Signaling
RGL3,GTPase
RGL4,GTPase
RGMA,Transcription
RGMB,Signaling
RGMB,Cell adhesion
RGR,Signaling
RGS1,Signaling
RGS1,Immune
RGS1,GTPase
RGS10,GTPase
RGS11,Signaling
RGS11,GTPase
RGS12,Signaling
RGS12,GTPase
RGS13,GTPase
RGS14,Cell cycle
RGS14,Signaling
RGS14,GTPase
RGS16,GTPase
RGS17,GTPase
RGS18,GTPase
RGS19,GTPase
RGS2,GTPase
RGS20,GTPase
RGS21,GTPase
RGS3,GTPase
RGS4,GTPase
RGS5,GTPase
RGS6,Signaling
RGS6,GTPase
RGS7,Signaling
RGS7,GTPase
RGS8,GTPase
RGS9,Signaling
RGS9,GTPase
RHAG,Transport
RHBDD1,Proteolysis
RHBDD1,Apoptosis
RHBDL1,Signaling
RHBDL1,Proteolysis
RHBDL2,Proteolysis
RHBDL3,Proteolysis
RHEB,Signaling
RHEB,GTPase
RHEBL1,Signaling
RHEBL1,GTPase
RHNO1,Chromatin
RHNO1,DNA repair
RHO,Signaling
RHOA,Cell cycle
RHOA,GTPase
RHOB,Signaling
RHOB,Apoptosis
RHOB,Cell adhesion
RHOB,GTPase
RHOBTB1,Signaling
RHOBTB1,GTPase
RHOBTB2,Ubiquitin
RHOBTB2,Signaling
RHOBTB2,GTPase
RHOBTB3,GTPase
RHOC,Signaling
RHOC,GTPase
RHOD,GTPase
RHOF,Signaling
RHOF,GTPase
RHOG,GTPase
RHOH,Transcription
RHOH,Signaling
RHOH,GTPase
RHOJ,Signaling
RHOJ,GTPase
RHOQ,Transcription
RHOQ,Signaling
RHOQ,GTPase
RHOT1,GTPase
RHOT2,GTPase
RHOU,Signaling
RHOU,Cytoskeleton
RHOU,GTPase
RHOV,Signaling
RHOV,Cytoskeleton
RHOV,GTPase
RHOXF1,Transcription
RHOXF2,Transcription
RHOXF2B,Transcription
RHPN1,Signaling
RHPN2,Signaling
RIC3,Protein folding
RIC8A,Protein folding
RIC8B,Protein folding
RICTOR,Cytoskeleton
RIDA,Nuc acid bind
RIF1,Transcription
RIF1,DNA repair
RIGI,Transcription
RIGI,Nuc acid bind
RIGI,Immune
