position,hex,word,department,enrichment,length
131116,"0x8B2B","0x8B2B","Unclassified",6.3,2
131169,"0xF7DB","0xF7DB","Chromatin",10.3,2
131231,"0xCA21","0xCA21","Unclassified",11,2
131259,"0xB6DB","0xB6DB","Transcription",25.1,2
131316,"0x896A","0x896A","Unclassified",8.1,2
131320,"0x2F72","0x2F72","Chromatin",6.5,2
131334,"0xA9F6","0xA9F6","Unclassified",5.3,2
131341,"0xF7DF","0xF7DF","Chromatin",41.3,2
131348,"0x6286","0x6286","Chromatin",5.2,2
131443,"0xF65F","0xF65F","Unclassified",17.8,2
131449,"0xB7DB","0xB7DB","Chromatin",14.4,2
131510,"0xDF5DF6","0xDF5DF6","Unclassified",44.3,3
131523,"0xB6D5","0xB6D5","Cytoskeleton",5.7,2
131565,"0x2A62","0x2A62","Cell adhesion",5.1,2
131663,"0x37DA","0x37DA","Chromatin",8.9,2
131730,"0xDCAD","0xDCAD","Chromatin",7.6,2
131748,"0xCB2B","0xCB2B","Transcription",9.4,2
131814,"0xDF6D","0xDF6D","Chromatin",5.1,2
131870,"0xDB6D","0xDB6D","Transcription",8.7,2
131891,"0xA28A","0xA28A","Chromatin",11,2
131922,"0x2B6D","0x2B6D","Chromatin",5.5,2
131951,"0xF7DA","0xF7DA","Structural",15.7,2
131959,"0xA62A","0xA62A","Unclassified",5.3,2
132000,"0xF69A","0xF69A","Cytoskeleton",7.6,2
132016,"0xCA2B","0xCA2B","Unclassified",12.9,2
132019,"0xB69A","0xB69A","Transcription",5.8,2
132062,"0xF69A","0xF69A","Cytoskeleton",7.6,2
132068,"0x75D7","0x75D7","Cytoskeleton",21.7,2
132088,"0x362B","0x362B","Unclassified",5.1,2
132109,"0x882F","0x882F","Transcription",16.8,2
132164,"0xDB6D","0xDB6D","Transcription",8.7,2
132176,"0xA20A","0xA20A","Cell cycle",5.1,2
132328,"0xCB2B","0xCB2B","Transcription",9.4,2
132332,"0xC828","0xC828","Cell cycle",7.1,2
132342,"0xF7DB","0xF7DB","Chromatin",10.3,2
132398,"0xA28A","0xA28A","Chromatin",11,2
132430,"0xB2CA","0xB2CA","Unclassified",5.4,2
132444,"0xA62A","0xA62A","Unclassified",5.3,2
132539,"0x2881","0x2881","DNA repair",5.2,2
132604,"0x762A","0x762A","Unclassified",6.4,2
132608,"0xF427","0xF427","Cytoskeleton",10.6,2
132623,"0xF69A","0xF69A","Cytoskeleton",7.6,2
132630,"0xA9F6","0xA9F6","Unclassified",5.3,2
132729,"0x8829","0x8829","Cell cycle",10.8,2
132776,"0xCB25","0xCB25","Cell cycle",11.8,2
132797,"0x6B72","0x6B72","Unclassified",5.2,2
132818,"0xA7DA","0xA7DA","Methylation",20.8,2
132848,"0x9A69A6","0x9A69A6","RNA processing",702.1,3
132906,"0x6CA2","0x6CA2","Cell cycle",7.7,2
133001,"0xCA2A","0xCA2A","Unclassified",7.4,2
133022,"0xE7DF","0xE7DF","Cytoskeleton",5.6,2
133049,"0xF62B","0xF62B","Cell adhesion",6.5,2
133093,"0x6B6D","0x6B6D","Unclassified",6.3,2
133186,"0x37DB","0x37DB","Chromatin",10.1,2
133212,"0x60A2","0x60A2","Cell cycle",7.1,2
133233,"0xF7D8","0xF7D8","Phosphatase",5.5,2
133246,"0xC628","0xC628","Unclassified",5.4,2
133331,"0xE62B","0xE62B","Unclassified",6.4,2
133402,"0xCB2A","0xCB2A","Transcription",8.2,2
133424,"0xB2C9","0xB2C9","Unclassified",8.6,2
133477,"0xF62F","0xF62F","Transcription",15.2,2
133605,"0x69B69A","0x69B69A","Unclassified",43.5,3
133745,"0x7617","0x7617","Chromatin",7.2,2
133820,"0x7626","0x7626","Structural",8,2
133868,"0xB6DB","0xB6DB","Transcription",25.1,2
133878,"0x6F7D","0x6F7D","Methylation",10,2
133889,"0xCBDF","0xCBDF","Structural",6.1,2
133912,"0x669A","0x669A","Proteolysis",12.8,2
133971,"0x7DF7","0x7DF7","RNA processing",11.2,2
134044,"0xB62B","0xB62B","Cytoskeleton",5.9,2
134074,"0xF62B","0xF62B","Cell adhesion",6.5,2
134080,"0x769F","0x769F","Chromatin",9.3,2
134104,"0xF62B","0xF62B","Cell adhesion",6.5,2
134119,"0x68B2","0x68B2","Cytoskeleton",6.5,2
134135,"0xC9DC","0xC9DC","Transcription",5.2,2
134143,"0xF7DF","0xF7DF","Chromatin",41.3,2
134191,"0x6F7D","0x6F7D","Methylation",10,2
134329,"0x769F","0x769F","Chromatin",9.3,2
134333,"0xA28A","0xA28A","Chromatin",11,2
134426,"0x6CA2","0x6CA2","Cell cycle",7.7,2
134449,"0xCB2E","0xCB2E","Unclassified",6.3,2
134589,"0xF7DF6D","0xF7DF6D","Methylation",57.2,3
134674,"0xB56F","0xB56F","GTPase",12.3,2
134716,"0xDCA9","0xDCA9","Phosphatase",7.5,2
134771,"0xF72F","0xF72F","Transcription",12,2
134883,"0xF7DC","0xF7DC","Chromatin",12.8,2
134898,"0x362B","0x362B","Unclassified",5.1,2
134914,"0x356A","0x356A","Unclassified",7.8,2
134923,"0xCA25","0xCA25","Cell cycle",11.2,2
134941,"0x9A69","0x9A69","RNA processing",9.3,2
134983,"0x9F7D","0x9F7D","RNA processing",6.7,2
135015,"0xD0BD","0xD0BD","Cytoskeleton",6.1,2
135034,"0xBDF7","0xBDF7","Chromatin",10.5,2
135080,"0x8A28A2","0x8A28A2","Chromatin",759.7,3
135103,"0xE698","0xE698","Unclassified",5.5,2
135188,"0x77DA","0x77DA","Transcription",6.7,2
135231,"0x60A2","0x60A2","Cell cycle",7.1,2
135242,"0x0828","0x0828","DNA repair",7,2
135294,"0x37DA","0x37DA","Chromatin",8.9,2
135302,"0x675D","0x675D","Cytoskeleton",5.1,2
135320,"0x9CAD","0x9CAD","Chromatin",5.6,2
135348,"0xCA2B","0xCA2B","Unclassified",12.9,2
135391,"0x77DB","0x77DB","Transcription",5.4,2
135531,"0xB567","0xB567","Unclassified",10.3,2
135592,"0x769A","0x769A","Chromatin",7.3,2
135634,"0xB5D1","0xB5D1","Unclassified",5.1,2
135687,"0x0A2A","0x0A2A","Chromatin",6.9,2
135765,"0xF5D3","0xF5D3","Unclassified",7.2,2
135885,"0xCA28","0xCA28","Cell cycle",8.3,2
135910,"0x0A21","0x0A21","DNA repair",10.3,2
135924,"0x820A","0x820A","Chromatin",5,2
135978,"0xBDA7","0xBDA7","Structural",5.3,2
136011,"0x69A6","0x69A6","Chromatin",6.4,2
136118,"0xF69F69","0xF69F69","Unclassified",95.2,3
136167,"0xF62A","0xF62A","Unclassified",7.1,2
136229,"0xF7DA","0xF7DA","Structural",15.7,2
136269,"0xB69A","0xB69A","Transcription",5.8,2
136284,"0xB560","0xB560","Cytoskeleton",16,2
136319,"0x6289","0x6289","Cell cycle",5.9,2
136439,"0x5A2A","0x5A2A","Cytoskeleton",5.4,2
136444,"0xF79B","0xF79B","Unclassified",6.8,2
136563,"0x7628","0x7628","Chromatin",6.6,2
136777,"0xCA28","0xCA28","Cell cycle",8.3,2
136812,"0xF7DB","0xF7DB","Chromatin",10.3,2
136827,"0xF71F","0xF71F","Transcription",9,2
137002,"0x0A2A","0x0A2A","Chromatin",6.9,2
137004,"0x0A2A","0x0A2A","Chromatin",6.9,2
137011,"0x0A2A","0x0A2A","Chromatin",6.9,2
137043,"0xC82B","0xC82B","Unclassified",9.9,2
137075,"0x356A","0x356A","Unclassified",7.8,2
137084,"0x8A26","0x8A26","Unclassified",6.4,2
137183,"0x2942","0x2942","Chromatin",6.2,2
137292,"0xC82B","0xC82B","Unclassified",9.9,2
137310,"0xE410","0xE410","GTPase",6.9,2
137324,"0xB56A","0xB56A","Unclassified",17.4,2
137329,"0x820A","0x820A","Chromatin",5,2
137345,"0x09D5","0x09D5","DNA repair",6.5,2
137363,"0x8A28","0x8A28","Chromatin",18.3,2
137480,"0xF629","0xF629","Kinase",6.1,2
137497,"0x7DB7","0x7DB7","Transcription",6.2,2
137615,"0xA69A","0xA69A","RNA processing",39.5,2
137628,"0x5451","0x5451","Unclassified",8,2
137657,"0xDCBD","0xDCBD","Chromatin",10,2
137880,"0x056A","0x056A","Unclassified",7.7,2
137919,"0xCA2B","0xCA2B","Unclassified",12.9,2
137978,"0x765C","0x765C","Unclassified",6.5,2
138018,"0xF7DF56","0xF7DF56","Methylation",32.5,3
138090,"0xA28A","0xA28A","Chromatin",11,2
138100,"0x6CA2","0x6CA2","Cell cycle",7.7,2
138182,"0x8B2C","0x8B2C","Unclassified",7.7,2
138186,"0xA62A","0xA62A","Unclassified",5.3,2
138240,"0xB7DE","0xB7DE","Unclassified",9.1,2
138313,"0xD8AD","0xD8AD","Structural",6.3,2
138323,"0xA69A","0xA69A","RNA processing",39.5,2
138371,"0x056A","0x056A","Unclassified",7.7,2
138395,"0x8420","0x8420","Chromatin",7.5,2
138398,"0x75D8","0x75D8","Chromatin",5.8,2
138500,"0x756F","0x756F","Cytoskeleton",13.7,2
138505,"0xB69A","0xB69A","Transcription",5.8,2
138560,"0x1620","0x1620","DNA repair",5.3,2
138598,"0xB2C9","0xB2C9","Unclassified",8.6,2
138613,"0x8560","0x8560","Kinase",5.8,2
138629,"0xDA5D","0xDA5D","Cytoskeleton",5.1,2
138716,"0xB653","0xB653","Unclassified",7,2
138732,"0x77D8","0x77D8","Unclassified",5.1,2
138784,"0xDB7D","0xDB7D","Chromatin",5.4,2
138824,"0x25B1","0x25B1","Kinase",5.5,2
138862,"0xA7D9","0xA7D9","Unclassified",5.2,2
138883,"0xF697","0xF697","Cytoskeleton",6.3,2
138906,"0x882F","0x882F","Transcription",16.8,2
138947,"0x585C","0x585C","Transport",5.7,2
138975,"0x6186","0x6186","Cytoskeleton",5.9,2
139062,"0x356A","0x356A","Unclassified",7.8,2
139064,"0x2B62","0x2B62","Cytoskeleton",6.9,2
139089,"0x9A69","0x9A69","RNA processing",9.3,2
139100,"0xCA20","0xCA20","Cell cycle",7.6,2
139153,"0x6881","0x6881","DNA repair",8.8,2
139157,"0xCA2A","0xCA2A","Unclassified",7.4,2
139214,"0x5BDF","0x5BDF","Chromatin",5.7,2
139245,"0x882E","0x882E","Unclassified",7.5,2
139336,"0xF5D9","0xF5D9","Transcription",7.2,2
139355,"0x75DA","0x75DA","Chromatin",5.3,2
139378,"0x2B62","0x2B62","Cytoskeleton",6.9,2
139496,"0xA698","0xA698","Ion channel",5.5,2
139675,"0xA42A","0xA42A","Transcription",12,2
139750,"0x28A2","0x28A2","Chromatin",10.2,2
139759,"0xCA2A","0xCA2A","Unclassified",7.4,2
139783,"0x8A2A","0x8A2A","Chromatin",8.3,2
139916,"0x828B","0x828B","Cell cycle",5,2
139928,"0xB65F","0xB65F","Unclassified",5.6,2
140001,"0xDCBD","0xDCBD","Chromatin",10,2
140074,"0x769C","0x769C","Structural",6.5,2
140229,"0xCB2F","0xCB2F","Chromatin",18.9,2
140249,"0xB560","0xB560","Cytoskeleton",16,2
140326,"0x2CB2","0x2CB2","Chromatin",23.2,2
140452,"0x6690","0x6690","Transcription",40.7,2
140455,"0xB2CB","0xB2CB","Chromatin",43.9,2
140652,"0x7653","0x7653","Ion channel",7,2
140724,"0x8963","0x8963","Structural",11.5,2
140744,"0xC5D7","0xC5D7","Transcription",7.2,2
140763,"0xB7DA","0xB7DA","Unclassified",12.2,2
140766,"0xDF6D","0xDF6D","Chromatin",5.1,2
140770,"0xF5DC","0xF5DC","Cytoskeleton",8.3,2
140846,"0xA7D9","0xA7D9","Unclassified",5.2,2
140862,"0xCB2A","0xCB2A","Transcription",8.2,2
140881,"0xCA5C","0xCA5C","Chromatin",11.9,2
140889,"0x6CA9","0x6CA9","Unclassified",5.5,2
141014,"0x628A","0x628A","Chromatin",6.6,2
141016,"0xCB2B","0xCB2B","Transcription",9.4,2
141037,"0x94D9","0x94D9","Unclassified",6.1,2
141058,"0x5F62","0x5F62","Cell adhesion",5.2,2
141076,"0xF563","0xF563","Unclassified",17.3,2
141122,"0x896F","0x896F","Unclassified",7.8,2
141138,"0xF6DF","0xF6DF","Chromatin",8.5,2
141145,"0xB6DB","0xB6DB","Transcription",25.1,2
141164,"0xF697","0xF697","Cytoskeleton",6.3,2
141189,"0x356B","0x356B","Transcription",12.4,2
141212,"0xC5DA","0xC5DA","Transcription",7.7,2
141257,"0x37DC","0x37DC","Chromatin",5.1,2
141292,"0x77D9","0x77D9","Unclassified",5.8,2
141363,"0xB560","0xB560","Cytoskeleton",16,2
141385,"0x2445","0x2445","Structural",5.2,2
141392,"0x5D75","0x5D75","Cytoskeleton",6.6,2
141417,"0xF69C","0xF69C","Chromatin",10,2
141520,"0x6882","0x6882","Cell cycle",8.2,2
141549,"0x8A29","0x8A29","Unclassified",7.6,2
141564,"0x82F5","0x82F5","Transcription",5.2,2
141575,"0x082C","0x082C","Chromatin",6.4,2
141663,"0x769F","0x769F","Chromatin",9.3,2
141723,"0x1F62","0x1F62","Chromatin",5.6,2
141804,"0x8798","0x8798","Cell adhesion",23.9,2
141895,"0xE69A","0xE69A","RNA processing",12.3,2
141905,"0xE628","0xE628","Cytoskeleton",5.7,2
141908,"0x18A1","0x18A1","Chromatin",7.8,2
141917,"0x9F7DA6","0x9F7DA6","Structural",125.9,3
141942,"0xB69A","0xB69A","Transcription",5.8,2
142014,"0xB79A","0xB79A","Unclassified",5.3,2
142117,"0x856C","0x856C","Unclassified",5.6,2
142132,"0xA69A","0xA69A","RNA processing",39.5,2
142135,"0xB2C8","0xB2C8","Chromatin",8.6,2
142210,"0xCA2E","0xCA2E","Chromatin",8.4,2
142336,"0xA698","0xA698","Ion channel",5.5,2
142391,"0x4114","0x4114","Chromatin",5.2,2
142446,"0x8820","0x8820","Cytoskeleton",8,2
142580,"0x25A2","0x25A2","Cytoskeleton",6.6,2
142598,"0x1450","0x1450","Unclassified",9.1,2
142639,"0xF5D9","0xF5D9","Transcription",7.2,2
142685,"0xD08D","0xD08D","Cytoskeleton",6.9,2
142749,"0xC829","0xC829","Structural",14.7,2
142843,"0x06D1","0x06D1","Unclassified",8.5,2
142847,"0x5082","0x5082","Chromatin",7.2,2
142883,"0x6CB1","0x6CB1","Chromatin",7.6,2
142939,"0x60A1","0x60A1","DNA repair",5.5,2
142952,"0x5810","0x5810","Cell cycle",5.8,2
142980,"0x5081","0x5081","Nuc acid bind",7.8,2
143168,"0xA42A","0xA42A","Transcription",12,2
143203,"0xD8AD","0xD8AD","Structural",6.3,2
143208,"0x508D","0x508D","Phosphatase",6,2
143371,"0x6882","0x6882","Cell cycle",8.2,2
143479,"0xF56B","0xF56B","Unclassified",8.8,2
143568,"0x628A","0x628A","Chromatin",6.6,2
143620,"0xADB5","0xADB5","Cytoskeleton",5.7,2
143645,"0x082F","0x082F","Unclassified",7.8,2
143663,"0x3563","0x3563","Cell adhesion",21.9,2
143715,"0xF7D5","0xF7D5","Chromatin",5,2
143786,"0x3798","0x3798","Structural",7.3,2
143832,"0x20BD","0x20BD","Transcription",5.3,2
144178,"0x6082","0x6082","Nuc acid bind",8.1,2
144180,"0x4208","0x4208","Chromatin",5.5,2
144220,"0xC820","0xC820","Unclassified",11,2
144226,"0x0A20","0x0A20","Cell cycle",12.4,2
144228,"0x881C","0x881C","Protein folding",6.5,2
144262,"0xBDF6","0xBDF6","Cell cycle",7.2,2
144267,"0x77D3","0x77D3","Cytoskeleton",7.7,2
144269,"0xDC9D","0xDC9D","Chromatin",6.1,2
144297,"0x37D8","0x37D8","Cell adhesion",7.1,2
144356,"0x2142","0x2142","Chromatin",5.8,2
144363,"0x2882","0x2882","Chromatin",6.3,2
144425,"0xB62B","0xB62B","Cytoskeleton",5.9,2
144467,"0x5828","0x5828","Cell cycle",5.6,2
144509,"0x37D1","0x37D1","Unclassified",7.4,2
144514,"0x0420","0x0420","Cell cycle",5.6,2
144537,"0x0BD5","0x0BD5","Transcription",5.8,2
144570,"0x6F7D","0x6F7D","Methylation",10,2
144577,"0xF72F","0xF72F","Transcription",12,2
144654,"0xF72F","0xF72F","Transcription",12,2
144706,"0xB4D3","0xB4D3","Chromatin",9.4,2
144924,"0x8451","0x8451","Cell adhesion",6.1,2
145027,"0x8560","0x8560","Kinase",5.8,2
145115,"0xD5B2","0xD5B2","Cytoskeleton",5.7,2
145118,"0x8450","0x8450","Cell adhesion",12.1,2
145182,"0xCBDC","0xCBDC","Chromatin",7.5,2
145275,"0x4114","0x4114","Chromatin",5.2,2
145289,"0x7628","0x7628","Chromatin",6.6,2
145311,"0x6CAD","0x6CAD","Structural",8.8,2
145315,"0x765F","0x765F","Cytoskeleton",12.7,2
145319,"0xF7D9","0xF7D9","Nuc acid bind",5.1,2
145356,"0xCBDF","0xCBDF","Structural",6.1,2
145398,"0xD581","0xD581","Cell cycle",5.2,2
145450,"0x2B62","0x2B62","Cytoskeleton",6.9,2
145457,"0xCA2B","0xCA2B","Unclassified",12.9,2
145567,"0xCBDF","0xCBDF","Structural",6.1,2
145574,"0xF7DB","0xF7DB","Chromatin",10.3,2
145576,"0xDCBD","0xDCBD","Chromatin",10,2
145603,"0x37D8","0x37D8","Cell adhesion",7.1,2
145611,"0xF7D8","0xF7D8","Phosphatase",5.5,2
145617,"0xB98B","0xB98B","RNA processing",7.9,2
145643,"0x4174","0x4174","Phosphatase",5.5,2
145722,"0x5081","0x5081","Nuc acid bind",7.8,2
145761,"0x669A","0x669A","Proteolysis",12.8,2
145979,"0x1691","0x1691","Ion channel",5.5,2
146022,"0x6C9D","0x6C9D","Unclassified",5.1,2
146139,"0x9CAD","0x9CAD","Chromatin",5.6,2
146143,"0x37D8","0x37D8","Cell adhesion",7.1,2
146157,"0xB98B","0xB98B","RNA processing",7.9,2
146162,"0xF65C","0xF65C","Cytoskeleton",5.4,2
146230,"0xA698","0xA698","Ion channel",5.5,2
146281,"0xC825","0xC825","DNA repair",13.1,2
146363,"0x1141","0x1141","Phosphatase",6.2,2
146450,"0x45C4","0x45C4","Transcription",7.4,2
146524,"0x2881","0x2881","DNA repair",5.2,2
146562,"0x8BD8","0x8BD8","Chromatin",7.7,2
146592,"0x06D1","0x06D1","Unclassified",8.5,2
146628,"0x1450","0x1450","Unclassified",9.1,2
146633,"0x5081","0x5081","Nuc acid bind",7.8,2
146636,"0xB55E","0xB55E","Transcription",9.4,2
146662,"0xA69B","0xA69B","Ubiquitin",13.5,2
146669,"0x5A2B","0x5A2B","Cytoskeleton",5.4,2
146677,"0xCA29","0xCA29","Unclassified",7.7,2
146755,"0x056F","0x056F","Unclassified",16.1,2
146761,"0x0825","0x0825","Chromatin",11.6,2
146822,"0x1369","0x1369","Transcription",5.3,2
146826,"0x772C","0x772C","Cell cycle",5.9,2
146987,"0x8A50","0x8A50","DNA repair",5.5,2
147031,"0xA18A","0xA18A","Cell cycle",5.3,2
147037,"0x7429","0x7429","Unclassified",8.3,2
147136,"0x5451","0x5451","Unclassified",8,2
147151,"0x37DB","0x37DB","Chromatin",10.1,2
147161,"0xF5DC","0xF5DC","Cytoskeleton",8.3,2
147270,"0x8628","0x8628","Chromatin",9.1,2
147274,"0x082E","0x082E","Chromatin",12.6,2
147382,"0xF72F","0xF72F","Transcription",12,2
147416,"0xDCBD","0xDCBD","Chromatin",10,2
147560,"0xAD54","0xAD54","Transcription",5,2
147654,"0xA7D9","0xA7D9","Unclassified",5.2,2
147696,"0x5CBD","0x5CBD","Nuc acid bind",6.2,2
147718,"0x8DF4","0x8DF4","Chromatin",7.4,2
147825,"0x18A1","0x18A1","Chromatin",7.8,2
147906,"0xA693","0xA693","Unclassified",7.6,2
148039,"0x0A10","0x0A10","Structural",8.9,2
148060,"0x99A4","0x99A4","Transcription",5.9,2
148068,"0x34D9","0x34D9","Unclassified",5.5,2
148181,"0xF7D0","0xF7D0","Chromatin",5.2,2
148185,"0xF623","0xF623","Unclassified",8.5,2
148195,"0x2082","0x2082","Chromatin",9.3,2
148197,"0x0A28","0x0A28","Chromatin",7.2,2
148322,"0x2669","0x2669","Transcription",6.4,2
148424,"0x0A10","0x0A10","Structural",8.9,2
148448,"0x0563","0x0563","Cell adhesion",21.8,2
148454,"0x2881","0x2881","DNA repair",5.2,2
148468,"0x8428","0x8428","Unclassified",5.8,2
148546,"0x6144","0x6144","Phosphatase",6.1,2
148567,"0xA4DA","0xA4DA","Unclassified",5.3,2
148642,"0x69A6","0x69A6","Chromatin",6.4,2
148651,"0xB429","0xB429","Cytoskeleton",9.8,2
148678,"0x0420","0x0420","Cell cycle",5.6,2
148795,"0x8825","0x8825","GTPase",12.7,2
148859,"0x5081","0x5081","Nuc acid bind",7.8,2
148922,"0x05D3","0x05D3","Nuc acid bind",8.6,2
149096,"0x05D7","0x05D7","Chromatin",6,2
149110,"0x0827","0x0827","Chromatin",8.1,2
149233,"0xB7D8","0xB7D8","Kinase",6.6,2
149263,"0x0A20","0x0A20","Cell cycle",12.4,2
149298,"0xF56A","0xF56A","Unclassified",8.1,2
149350,"0xF7DA","0xF7DA","Structural",15.7,2
149390,"0xF72F","0xF72F","Transcription",12,2
149426,"0x4426","0x4426","Transcription",114.3,2
149463,"0x8618A1","0x8618A1","Unclassified",706.5,3
149471,"0x5C8D","0x5C8D","Phosphatase",5.3,2
149491,"0xC968","0xC968","Unclassified",14.3,2
149541,"0x1141","0x1141","Phosphatase",6.2,2
149560,"0x4420","0x4420","Unclassified",11.8,2
149587,"0x75D0","0x75D0","DNA repair",6.1,2
149618,"0x6882","0x6882","Cell cycle",8.2,2
149671,"0xAD54","0xAD54","Transcription",5,2
149799,"0xB1CB","0xB1CB","Transcription",19.5,2
149825,"0x7723","0x7723","Unclassified",7.4,2
149840,"0xB98B","0xB98B","RNA processing",7.9,2
149935,"0x1F62","0x1F62","Chromatin",5.6,2
150068,"0x2B62","0x2B62","Cytoskeleton",6.9,2
150071,"0x881C","0x881C","Protein folding",6.5,2
150207,"0x0828","0x0828","DNA repair",7,2
150257,"0x75D5","0x75D5","Unclassified",6,2
150295,"0x8A50","0x8A50","DNA repair",5.5,2
150307,"0x3798","0x3798","Structural",7.3,2
150318,"0x4264","0x4264","Transcription",5.1,2
150342,"0x0567","0x0567","Transcription",14.8,2
150414,"0x7623","0x7623","Cell cycle",7.6,2
150435,"0x0B25","0x0B25","DNA repair",5.7,2
150584,"0x25B1","0x25B1","Kinase",5.5,2
150616,"0x356B","0x356B","Transcription",12.4,2
150622,"0x5CA9","0x5CA9","Unclassified",5.4,2
150635,"0x9CBD","0x9CBD","Methylation",6.8,2
150640,"0xA425","0xA425","Unclassified",5.1,2
150688,"0x1450","0x1450","Unclassified",9.1,2
150735,"0x75D6","0x75D6","RNA processing",6.9,2
150743,"0x0650","0x0650","GTPase",11.5,2
150786,"0x3650","0x3650","Unclassified",9.9,2
150818,"0x756F","0x756F","Cytoskeleton",13.7,2
150836,"0x356B","0x356B","Transcription",12.4,2
150877,"0x05D7","0x05D7","Chromatin",6,2
150885,"0x6DB6","0x6DB6","Chromatin",7.9,2
150902,"0x1041","0x1041","Ubiquitin",7.6,2
150905,"0xC815","0xC815","Cytoskeleton",5.5,2
150911,"0x1450","0x1450","Unclassified",9.1,2
151032,"0x9F7D","0x9F7D","RNA processing",6.7,2
151122,"0x4105","0x4105","Cell adhesion",5.5,2
151231,"0x8650","0x8650","Cell adhesion",6.7,2
151285,"0x8208","0x8208","Chromatin",10,2
151287,"0x82C5","0x82C5","Unclassified",6.1,2
151293,"0x4144","0x4144","Phosphatase",5.9,2
151297,"0xD581","0xD581","Cell cycle",5.2,2
151370,"0x675D","0x675D","Cytoskeleton",5.1,2
151397,"0x8288","0x8288","Cell cycle",7.1,2
151427,"0x4105","0x4105","Cell adhesion",5.5,2
151459,"0x0A2A","0x0A2A","Chromatin",6.9,2
151535,"0x7420","0x7420","DNA repair",8,2
151564,"0xC9D7","0xC9D7","Transcription",5.2,2
151596,"0xBDCB","0xBDCB","Chromatin",5.9,2
151722,"0x4174","0x4174","Phosphatase",5.5,2
151750,"0xBDF6","0xBDF6","Cell cycle",7.2,2
151757,"0xDCBD","0xDCBD","Chromatin",10,2
151784,"0x37D8","0x37D8","Cell adhesion",7.1,2
151798,"0xB98B","0xB98B","RNA processing",7.9,2
151816,"0x89D0","0x89D0","Cell cycle",5.2,2
151825,"0x5C82","0x5C82","Nuc acid bind",5.4,2
151840,"0x7423","0x7423","DNA repair",11.2,2
151939,"0x6B6D","0x6B6D","Unclassified",6.3,2
151941,"0x3653","0x3653","Cell adhesion",13,2
151990,"0x8820","0x8820","Cytoskeleton",8,2
152004,"0x1451","0x1451","Ion channel",6.1,2
152171,"0x4184","0x4184","Cell adhesion",6.9,2
152198,"0x0625","0x0625","Unclassified",5.8,2
152231,"0x4415","0x4415","Unclassified",5.7,2
152255,"0x0628","0x0628","DNA repair",5.9,2
152276,"0x75D7","0x75D7","Cytoskeleton",21.7,2
152305,"0xBDCB","0xBDCB","Chromatin",5.9,2
152365,"0xCB2F","0xCB2F","Chromatin",18.9,2
152368,"0xF7DA","0xF7DA","Structural",15.7,2
152521,"0x1041","0x1041","Ubiquitin",7.6,2
152544,"0x7DF5","0x7DF5","Chromatin",5.9,2
152550,"0x0A20","0x0A20","Cell cycle",12.4,2
152580,"0x7420","0x7420","DNA repair",8,2
152585,"0x60B2","0x60B2","Nuc acid bind",5.2,2
152628,"0x1650","0x1650","DNA repair",13.4,2
152755,"0x0567","0x0567","Transcription",14.8,2
152784,"0xCADC","0xCADC","Nuc acid bind",5.7,2
152868,"0x6698","0x6698","Transcription",6.2,2
152909,"0xF72F","0xF72F","Transcription",12,2
152971,"0x35D9","0x35D9","Unclassified",6.3,2
153086,"0x7627","0x7627","Cytoskeleton",13.9,2
153286,"0x082B","0x082B","Translation",8.1,2
153301,"0x0825","0x0825","Chromatin",11.6,2
153304,"0x3560","0x3560","Cytoskeleton",13.6,2
153329,"0x6081","0x6081","Unclassified",7.3,2
153332,"0x0BDC","0x0BDC","Unclassified",7,2
153356,"0x0810","0x0810","Chromatin",7.8,2
153390,"0xCA20","0xCA20","Cell cycle",7.6,2
153471,"0x8288","0x8288","Cell cycle",7.1,2
153492,"0x82C5","0x82C5","Unclassified",6.1,2
153530,"0x0650","0x0650","GTPase",11.5,2
153678,"0xC4DA","0xC4DA","Transcription",47.7,2
153714,"0xF6DF","0xF6DF","Chromatin",8.5,2
153728,"0x7560","0x7560","DNA repair",10.8,2
153818,"0x0610","0x0610","Cell adhesion",15.2,2
153855,"0x0825","0x0825","Chromatin",11.6,2
153881,"0x8174","0x8174","Transport",5.9,2
154021,"0x37D1","0x37D1","Unclassified",7.4,2
154033,"0xA20A","0xA20A","Cell cycle",5.1,2
154188,"0xA4DA","0xA4DA","Unclassified",5.3,2
154209,"0x7563","0x7563","Transcription",9.3,2
154344,"0xC71C","0xC71C","Transcription",157.7,2
154461,"0x1C71","0x1C71","Transcription",19.8,2
154529,"0x2641","0x2641","Transcription",5.1,2
154533,"0x4105","0x4105","Cell adhesion",5.5,2
154599,"0xBDCB","0xBDCB","Chromatin",5.9,2
154601,"0x5F62","0x5F62","Cell adhesion",5.2,2
154672,"0x6882","0x6882","Cell cycle",8.2,2
154761,"0x3450","0x3450","Cell cycle",11,2
154775,"0x356A","0x356A","Unclassified",7.8,2
154790,"0xE698","0xE698","Unclassified",5.5,2
154812,"0x2CA2","0x2CA2","Cytoskeleton",5,2
154918,"0x159D","0x159D","Cytoskeleton",5.2,2
155039,"0x0625","0x0625","Unclassified",5.8,2
155056,"0xD88D","0xD88D","Phosphatase",5.3,2
155106,"0xF563","0xF563","Unclassified",17.3,2
